ID,Day,Hour,Day_of_the_Week,Channel,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Conversions,,Channel,,,Hour,Facebook,Impr. Facebook,Google Search,Impr. Google Search,Youtube,Impr. Youtube,Snapchat,Impr. Snapchat,TikTok,Impr. Snapchat
BXJDHA00023145,13/11/2018,05,terça-feira,TikTok,260742,143684,138922,409,"$306,80",14,,,,,,,,,,,,,,,
BXJDHA00023844,21/10/2018,09,domingo,YouTube,2500339,1441808,1418240,3690,"$2.767,86",114,,,,,,,,,,,,,,,
BXJDHA00024042,17/10/2018,10,quarta-feira,YouTube,2325355,1367382,1345400,3624,"$2.718,17",112,,,,,,,,,,,,,,,
BXJDHA00011198,26/10/2018,18,sexta-feira,YouTube,1585,285,282,1,"$0,75",0,,,,,,,,,,,,,,,
BXJDHA00019635,26/10/2018,01,sexta-feira,YouTube,1964501,1090331,1073100,2421,"$1.815,54",82,,,,,,,,,,,,,,,
BXJDHA00016796,20/09/2018,06,quinta-feira,YouTube,2791512,1775803,1720267,4596,"$3.446,10",124,,,,,,,,,,,,,,,
BXJDHA00025019,29/09/2018,10,sábado,YouTube,2884792,1660705,1632472,4077,"$3.056,36",49,,,,,,,,,,,,,,,
BXJDHA00009409,09/10/2018,05,terça-feira,YouTube,1270417,797544,774201,2058,"$1.542,57",31,,,,,,,,,,,,,,,
BXJDHA00017603,04/10/2018,15,quinta-feira,Google Search,15537223,8174749,7878480,17273,"$12.945,75",207,,,,,,,,,,,,,,,
BXJDHA00025631,19/10/2018,07,sexta-feira,YouTube,3770909,2467071,2397787,6882,"$5.157,83",83,,,,,,,,,,,,,,,
BXJDHA00010276,18/10/2018,04,quinta-feira,YouTube,930756,646734,618348,1732,"$1.298,06",33,,,,,,,,,,,,,,,
BXJDHA00002382,03/09/2018,06,segunda-feira,YouTube,3198990,1967238,1913887,4215,"$3.158,82",131,,,,,,,,,,,,,,,
BXJDHA00008358,05/10/2018,10,sexta-feira,YouTube,3967769,2095163,2065091,5468,"$4.097,78",170,,,,,,,,,,,,,,,
BXJDHA00005549,14/09/2018,16,sexta-feira,Google Search,18071017,10137238,9725065,21924,"$16.427,56",263,,,,,,,,,,,,,,,
BXJDHA00021873,29/10/2018,06,segunda-feira,YouTube,3389495,2006671,1954998,4783,"$3.583,14",163,,,,,,,,,,,,,,,
BXJDHA00007556,02/10/2018,01,terça-feira,YouTube,1286719,764755,753838,1419,"$1.062,87",38,,,,,,,,,,,,,,,
BXJDHA00024045,17/10/2018,11,quarta-feira,YouTube,2104228,1231988,1210464,3236,"$2.423,63",110,,,,,,,,,,,,,,,
BXJDHA00012463,03/11/2018,05,sábado,YouTube,1318998,760300,740876,1817,"$1.360,74",27,,,,,,,,,,,,,,,
BXJDHA00003675,06/09/2018,18,quinta-feira,Google Search,18369554,10489378,10047796,20688,"$15.490,37",703,,,,,,,,,,,,,,,
BXJDHA00002584,01/09/2018,17,sábado,Google Search,25149562,13809943,13309608,25882,"$19.379,11",492,,,,,,,,,,,,,,,
BXJDHA00019897,22/10/2018,10,segunda-feira,YouTube,2416556,1395492,1377104,3719,"$2.784,32",56,,,,,,,,,,,,,,,
BXJDHA00022980,13/11/2018,08,terça-feira,YouTube,6189024,3502868,3413001,7584,"$5.677,26",235,,,,,,,,,,,,,,,
BXJDHA00021250,19/10/2018,17,sexta-feira,Google Search,19452615,10922849,10542728,22128,"$16.564,56",420,,,,,,,,,,,,,,,
BXJDHA00020761,31/10/2018,07,quarta-feira,YouTube,5061033,3189798,3110093,7717,"$5.776,77",116,,,,,,,,,,,,,,,
BXJDHA00009021,06/10/2018,14,sábado,Google Search,22693130,11260786,10892519,22960,"$17.182,70",781,,,,,,,,,,,,,,,
BXJDHA00003695,07/09/2018,09,sexta-feira,YouTube,4185412,2351562,2313552,5905,"$4.418,86",71,,,,,,,,,,,,,,,
BXJDHA00002862,04/09/2018,02,terça-feira,YouTube,1094233,760356,738657,1695,"$1.268,39",53,,,,,,,,,,,,,,,
BXJDHA00004689,12/09/2018,20,quarta-feira,Google Search,20283923,10743363,10279629,20181,"$15.097,97",686,,,,,,,,,,,,,,,
BXJDHA00023818,21/10/2018,10,domingo,YouTube,2465175,1440076,1418960,3782,"$2.829,31",72,,,,,,,,,,,,,,,
BXJDHA00005765,15/09/2018,19,sábado,Google Search,24754910,12692077,12195056,23793,"$17.796,53",286,,,,,,,,,,,,,,,
BXJDHA00010433,14/10/2018,11,domingo,YouTube,2374148,1330282,1311721,3549,"$2.654,06",43,,,,,,,,,,,,,,,
BXJDHA00002835,03/09/2018,18,segunda-feira,Google Search,20491179,12122523,11655435,22772,"$17.026,73",774,,,,,,,,,,,,,,,
BXJDHA00025354,15/10/2018,07,segunda-feira,YouTube,4545770,2867841,2793663,6425,"$4.803,84",122,,,,,,,,,,,,,,,
BXJDHA00014073,21/11/2018,11,quarta-feira,YouTube,5151119,2861149,2787687,6268,"$4.686,36",213,,,,,,,,,,,,,,,
BXJDHA00010793,28/10/2018,12,domingo,YouTube,2507525,1409763,1386788,3727,"$2.786,36",45,,,,,,,,,,,,,,,
BXJDHA00008207,05/10/2018,11,sexta-feira,YouTube,3861198,2027859,1999553,5220,"$3.902,52",63,,,,,,,,,,,,,,,
BXJDHA00003390,05/09/2018,22,quarta-feira,Google Search,16633103,9501749,9115784,15565,"$11.636,10",483,,,,,,,,,,,,,,,
BXJDHA00009886,15/10/2018,21,segunda-feira,Google Search,22823104,11703289,11321601,20687,"$15.462,57",393,,,,,,,,,,,,,,,
BXJDHA00015530,11/09/2018,05,terça-feira,YouTube,1479109,924732,897450,2413,"$1.803,56",65,,,,,,,,,,,,,,,
BXJDHA00014133,21/11/2018,02,quarta-feira,TikTok,380688,207273,201298,472,"$352,79",16,,,,,,,,,,,,,,,
BXJDHA00009918,16/10/2018,17,terça-feira,Google Search,21011750,11146677,10794752,22421,"$16.757,01",695,,,,,,,,,,,,,,,
BXJDHA00015751,19/09/2018,03,quarta-feira,YouTube,859764,591371,571035,1385,"$1.035,10",21,,,,,,,,,,,,,,,
BXJDHA00011569,08/11/2018,12,quinta-feira,YouTube,3780296,1844207,1819864,4642,"$3.468,33",70,,,,,,,,,,,,,,,
BXJDHA00008216,04/10/2018,20,quinta-feira,Google Search,17546484,8809464,8478586,16499,"$12.327,08",445,,,,,,,,,,,,,,,
BXJDHA00002347,02/09/2018,18,domingo,Google Search,22525813,12688375,12208967,24471,"$18.282,05",367,,,,,,,,,,,,,,,
BXJDHA00020082,23/10/2018,10,terça-feira,YouTube,2433160,1432506,1408316,3729,"$2.784,98",116,,,,,,,,,,,,,,,
BXJDHA00016761,19/09/2018,19,quarta-feira,Google Search,18146792,9979158,9590930,19159,"$14.307,02",651,,,,,,,,,,,,,,,
BXJDHA00009012,06/10/2018,00,sábado,YouTube,3555060,1870315,1847255,3794,"$2.833,09",118,,,,,,,,,,,,,,,
BXJDHA00024349,15/11/2018,14,quinta-feira,YouTube,4253861,2048001,2017811,5539,"$4.135,93",83,,,,,,,,,,,,,,,
BXJDHA00010244,18/10/2018,11,quinta-feira,YouTube,3476118,1905929,1875946,4812,"$3.592,90",130,,,,,,,,,,,,,,,
BXJDHA00006809,28/09/2018,09,sexta-feira,YouTube,4087620,2247288,2208054,5836,"$4.357,22",70,,,,,,,,,,,,,,,
BXJDHA00008211,05/10/2018,15,sexta-feira,Google Search,15931651,8551111,8232496,18305,"$13.662,58",622,,,,,,,,,,,,,,,
BXJDHA00018709,12/10/2018,17,sexta-feira,Google Search,18391043,9877287,9507897,20325,"$15.168,63",305,,,,,,,,,,,,,,,
BXJDHA00025559,18/10/2018,18,quinta-feira,Google Search,16559056,9292160,8951959,18643,"$13.913,34",224,,,,,,,,,,,,,,,
BXJDHA00017307,21/09/2018,18,sexta-feira,Google Search,19883291,10838191,10420713,21546,"$16.078,28",733,,,,,,,,,,,,,,,
BXJDHA00002580,01/09/2018,22,sábado,Google Search,21006636,11150954,10696307,17015,"$12.697,10",527,,,,,,,,,,,,,,,
BXJDHA00002390,03/09/2018,02,segunda-feira,YouTube,1143772,770063,749099,1687,"$1.258,81",46,,,,,,,,,,,,,,,
BXJDHA00021646,02/11/2018,06,sexta-feira,YouTube,2272458,1339947,1304623,3321,"$2.477,54",63,,,,,,,,,,,,,,,
BXJDHA00015244,22/11/2018,11,quinta-feira,YouTube,3905315,1922216,1889345,5082,"$3.791,00",97,,,,,,,,,,,,,,,
BXJDHA00006892,28/09/2018,04,sexta-feira,YouTube,433755,256003,251797,590,"$440,12",11,,,,,,,,,,,,,,,
BXJDHA00016627,27/09/2018,10,quinta-feira,YouTube,3231430,1816646,1779185,4537,"$3.384,20",68,,,,,,,,,,,,,,,
BXJDHA00018982,24/10/2018,03,quarta-feira,YouTube,1097121,710643,691209,1846,"$1.376,94",35,,,,,,,,,,,,,,,
BXJDHA00011072,27/10/2018,01,sábado,YouTube,1571571,882866,869376,1865,"$1.390,97",50,,,,,,,,,,,,,,,
BXJDHA00023733,21/10/2018,05,domingo,YouTube,1353421,819864,788773,1941,"$1.447,63",66,,,,,,,,,,,,,,,
BXJDHA00004947,12/09/2018,12,quarta-feira,YouTube,2399082,1406285,1377099,3169,"$2.363,42",108,,,,,,,,,,,,,,,
BXJDHA00011114,27/10/2018,11,sábado,YouTube,2580148,1434479,1408953,3933,"$2.932,31",106,,,,,,,,,,,,,,,
BXJDHA00022856,14/11/2018,03,quarta-feira,TikTok,266817,161829,156529,356,"$265,42",10,,,,,,,,,,,,,,,
BXJDHA00020444,20/10/2018,10,sábado,YouTube,2628982,1481500,1459549,4066,"$3.031,36",110,,,,,,,,,,,,,,,
BXJDHA00018694,12/10/2018,16,sexta-feira,Google Search,18239953,9778248,9415164,20957,"$15.621,48",398,,,,,,,,,,,,,,,
BXJDHA00013311,11/11/2018,13,domingo,YouTube,2605304,1371019,1350363,3631,"$2.706,55",123,,,,,,,,,,,,,,,
BXJDHA00007627,01/10/2018,15,segunda-feira,Google Search,24248696,11888493,11517459,23122,"$17.232,37",347,,,,,,,,,,,,,,,
BXJDHA00007400,01/10/2018,20,segunda-feira,Google Search,22065074,11037788,10659579,19988,"$14.896,18",540,,,,,,,,,,,,,,,
BXJDHA00016190,26/09/2018,12,quarta-feira,YouTube,2284669,1339156,1314921,3114,"$2.320,67",84,,,,,,,,,,,,,,,
BXJDHA00019810,22/10/2018,00,segunda-feira,YouTube,2639416,1524358,1501268,3098,"$2.308,46",59,,,,,,,,,,,,,,,
BXJDHA00016161,26/09/2018,11,quarta-feira,YouTube,2262483,1349657,1325419,3303,"$2.461,21",112,,,,,,,,,,,,,,,
BXJDHA00009501,04/10/2018,16,quinta-feira,Google Search,15898884,8362123,8049816,18026,"$13.429,08",613,,,,,,,,,,,,,,,
BXJDHA00018430,11/10/2018,17,quinta-feira,Google Search,16907934,9235586,8871090,18708,"$13.937,14",355,,,,,,,,,,,,,,,
BXJDHA00025330,15/10/2018,10,segunda-feira,YouTube,2450712,1463402,1442282,3940,"$2.934,41",75,,,,,,,,,,,,,,,
BXJDHA00008817,08/10/2018,01,segunda-feira,YouTube,1793963,959638,946963,2020,"$1.503,82",69,,,,,,,,,,,,,,,
BXJDHA00009074,05/10/2018,23,sexta-feira,Google Search,15373098,7997021,7656632,12863,"$9.575,63",347,,,,,,,,,,,,,,,
BXJDHA00003794,07/09/2018,04,sexta-feira,YouTube,811732,563589,541158,1364,"$1.015,32",37,,,,,,,,,,,,,,,
BXJDHA00004492,09/09/2018,04,domingo,YouTube,857628,570589,551455,1460,"$1.086,42",28,,,,,,,,,,,,,,,
BXJDHA00014710,23/11/2018,04,sexta-feira,YouTube,1198378,707379,685143,1747,"$1.299,80",33,,,,,,,,,,,,,,,
BXJDHA00005734,15/09/2018,20,sábado,Google Search,27047412,13460511,12939467,24033,"$17.880,41",457,,,,,,,,,,,,,,,
BXJDHA00026281,04/10/2018,00,quinta-feira,YouTube,1292,240,234,1,"$0,74",0,,,,,,,,,,,,,,,
BXJDHA00008813,08/10/2018,11,segunda-feira,YouTube,2391940,1353817,1334054,3584,"$2.666,17",43,,,,,,,,,,,,,,,
BXJDHA00017077,25/09/2018,11,terça-feira,YouTube,2517205,1472153,1449601,3822,"$2.843,16",57,,,,,,,,,,,,,,,
BXJDHA00023125,13/11/2018,03,terça-feira,YouTube,1247319,716494,694588,1691,"$1.257,52",25,,,,,,,,,,,,,,,
BXJDHA00017090,25/09/2018,00,terça-feira,YouTube,3487219,2518381,2456801,5116,"$3.804,26",138,,,,,,,,,,,,,,,
BXJDHA00021317,30/10/2018,13,terça-feira,YouTube,2318123,1344973,1316062,3376,"$2.509,63",41,,,,,,,,,,,,,,,
BXJDHA00021916,29/10/2018,08,segunda-feira,YouTube,5418886,3425147,3345194,7850,"$5.835,42",149,,,,,,,,,,,,,,,
BXJDHA00018164,10/10/2018,01,quarta-feira,YouTube,2724079,1792273,1743156,4037,"$3.000,95",109,,,,,,,,,,,,,,,
BXJDHA00018241,10/10/2018,02,quarta-feira,YouTube,1644884,1112632,1078885,2498,"$1.856,92",37,,,,,,,,,,,,,,,
BXJDHA00010408,13/10/2018,20,sábado,Google Search,24710380,12409894,11979680,23361,"$17.364,02",444,,,,,,,,,,,,,,,
BXJDHA00025277,14/10/2018,20,domingo,Google Search,23686116,12347358,11901240,22497,"$16.721,05",270,,,,,,,,,,,,,,,
BXJDHA00004707,13/09/2018,12,quinta-feira,YouTube,3228609,1821181,1785208,3995,"$2.969,30",136,,,,,,,,,,,,,,,
BXJDHA00006077,17/09/2018,09,segunda-feira,YouTube,4604982,3061078,2985357,6586,"$4.894,80",79,,,,,,,,,,,,,,,
BXJDHA00009298,09/10/2018,02,terça-feira,YouTube,1677019,1108637,1078938,2548,"$1.893,67",48,,,,,,,,,,,,,,,
BXJDHA00020558,20/10/2018,01,sábado,YouTube,1614899,893521,878356,1876,"$1.394,17",51,,,,,,,,,,,,,,,
BXJDHA00007405,01/10/2018,17,segunda-feira,Google Search,21310841,10816494,10456584,20461,"$15.203,99",307,,,,,,,,,,,,,,,
BXJDHA00008266,04/10/2018,22,quinta-feira,Google Search,15095314,7772451,7453427,12968,"$9.635,11",246,,,,,,,,,,,,,,,
BXJDHA00022317,07/11/2018,05,quarta-feira,YouTube,1808359,897409,873793,2187,"$1.624,87",74,,,,,,,,,,,,,,,
BXJDHA00022016,28/10/2018,19,domingo,YouTube,5213788,2837410,2797812,6973,"$5.180,62",188,,,,,,,,,,,,,,,
BXJDHA00017976,13/10/2018,10,sábado,YouTube,2550317,1408344,1388331,3726,"$2.768,13",116,,,,,,,,,,,,,,,
BXJDHA00012334,03/11/2018,12,sábado,YouTube,2589520,1368257,1349157,3563,"$2.646,84",68,,,,,,,,,,,,,,,
BXJDHA00006404,18/09/2018,06,terça-feira,YouTube,3755037,2256092,2196866,5045,"$3.747,55",136,,,,,,,,,,,,,,,
BXJDHA00008495,06/10/2018,23,sábado,Google Search,15804493,7926058,7598721,12073,"$8.967,85",145,,,,,,,,,,,,,,,
BXJDHA00013889,20/11/2018,12,terça-feira,YouTube,6075917,3440547,3367360,7491,"$5.564,04",90,,,,,,,,,,,,,,,
BXJDHA00005782,15/09/2018,21,sábado,Google Search,26043347,12804213,12298864,21985,"$16.328,87",418,,,,,,,,,,,,,,,
BXJDHA00009707,23/09/2018,08,domingo,YouTube,5666253,3657850,3558732,7911,"$5.874,90",95,,,,,,,,,,,,,,,
BXJDHA00005313,15/09/2018,12,sábado,YouTube,2646859,1473843,1442046,3564,"$2.646,63",121,,,,,,,,,,,,,,,
BXJDHA00023735,21/10/2018,01,domingo,YouTube,1513316,856378,842172,1769,"$1.313,40",21,,,,,,,,,,,,,,,
BXJDHA00004040,10/09/2018,11,segunda-feira,YouTube,2339653,1382062,1353453,3349,"$2.485,96",90,,,,,,,,,,,,,,,
BXJDHA00008805,08/10/2018,00,segunda-feira,YouTube,3157254,1636994,1615266,3421,"$2.539,40",116,,,,,,,,,,,,,,,
BXJDHA00010982,27/10/2018,07,sábado,YouTube,5084612,3142061,3065958,7124,"$5.287,55",192,,,,,,,,,,,,,,,
BXJDHA00012085,09/11/2018,10,sexta-feira,YouTube,4570391,2159899,2128972,5594,"$4.151,35",84,,,,,,,,,,,,,,,
BXJDHA00004442,09/09/2018,12,domingo,YouTube,2645604,1527392,1500788,3819,"$2.834,10",103,,,,,,,,,,,,,,,
BXJDHA00023314,19/11/2018,16,segunda-feira,YouTube,3458280,1855306,1829184,5268,"$3.909,35",100,,,,,,,,,,,,,,,
BXJDHA00022641,12/11/2018,03,segunda-feira,TikTok,265403,160837,154709,297,"$220,39",10,,,,,,,,,,,,,,,
BXJDHA00020145,23/10/2018,04,terça-feira,YouTube,953565,605556,589427,1645,"$1.220,64",56,,,,,,,,,,,,,,,
BXJDHA00014679,23/11/2018,05,sexta-feira,YouTube,1276043,746571,724044,1917,"$1.422,39",65,,,,,,,,,,,,,,,
BXJDHA00002352,03/09/2018,05,segunda-feira,YouTube,1368033,865577,838018,1932,"$1.433,41",60,,,,,,,,,,,,,,,
BXJDHA00009888,15/10/2018,20,segunda-feira,Google Search,22785129,11964018,11572729,22430,"$16.641,11",695,,,,,,,,,,,,,,,
BXJDHA00023056,13/11/2018,14,terça-feira,YouTube,2689270,1445683,1423598,3999,"$2.966,51",76,,,,,,,,,,,,,,,
BXJDHA00002425,03/09/2018,13,segunda-feira,YouTube,2372434,1466342,1446023,3666,"$2.718,82",55,,,,,,,,,,,,,,,
BXJDHA00007722,30/09/2018,20,domingo,Google Search,23226670,11460268,11047630,21260,"$15.765,63",659,,,,,,,,,,,,,,,
BXJDHA00013614,17/11/2018,13,sábado,YouTube,2965350,1476684,1456495,4027,"$2.986,01",125,,,,,,,,,,,,,,,
BXJDHA00004934,11/09/2018,19,terça-feira,Google Search,22689897,11706496,11236267,22363,"$16.580,04",604,,,,,,,,,,,,,,,
BXJDHA00024569,10/11/2018,17,sábado,YouTube,4151448,2233399,2204159,5501,"$4.078,23",66,,,,,,,,,,,,,,,
BXJDHA00021902,29/10/2018,10,segunda-feira,YouTube,2371910,1395221,1370672,3582,"$2.655,05",97,,,,,,,,,,,,,,,
BXJDHA00008616,07/10/2018,10,domingo,YouTube,2607272,1465402,1445552,3763,"$2.789,20",117,,,,,,,,,,,,,,,
BXJDHA00012048,09/11/2018,07,sexta-feira,YouTube,5168375,2571723,2509925,6296,"$4.666,59",195,,,,,,,,,,,,,,,
BXJDHA00022811,14/11/2018,01,quarta-feira,YouTube,3189619,1794675,1751884,3897,"$2.888,14",47,,,,,,,,,,,,,,,
BXJDHA00009249,09/10/2018,01,terça-feira,YouTube,2685410,1766016,1723994,3861,"$2.861,45",131,,,,,,,,,,,,,,,
BXJDHA00011689,08/11/2018,04,quinta-feira,YouTube,1392408,650379,628033,1648,"$1.221,36",25,,,,,,,,,,,,,,,
BXJDHA00023010,13/11/2018,04,terça-feira,YouTube,1063543,606251,587046,1469,"$1.088,57",46,,,,,,,,,,,,,,,
BXJDHA00005269,15/09/2018,09,sábado,YouTube,4694019,3007099,2926323,6267,"$4.643,82",94,,,,,,,,,,,,,,,
BXJDHA00019815,22/10/2018,06,segunda-feira,YouTube,3288271,2063103,2015554,4908,"$3.636,70",167,,,,,,,,,,,,,,,
BXJDHA00022832,14/11/2018,02,quarta-feira,YouTube,1890143,1102856,1071366,2581,"$1.912,31",70,,,,,,,,,,,,,,,
BXJDHA00018486,11/10/2018,10,quinta-feira,YouTube,3713482,1925539,1895926,4970,"$3.682,18",154,,,,,,,,,,,,,,,
BXJDHA00014363,18/11/2018,08,domingo,YouTube,7261179,3786076,3706093,9268,"$6.866,24",111,,,,,,,,,,,,,,,
BXJDHA00003963,09/09/2018,21,domingo,Google Search,24583900,12861310,12382310,22107,"$16.376,61",752,,,,,,,,,,,,,,,
BXJDHA00022463,12/11/2018,06,segunda-feira,YouTube,3619069,2106521,2052128,4998,"$3.701,78",60,,,,,,,,,,,,,,,
BXJDHA00002323,03/09/2018,00,segunda-feira,YouTube,3180628,2152080,2108917,4369,"$3.235,71",66,,,,,,,,,,,,,,,
BXJDHA00022968,13/11/2018,06,terça-feira,YouTube,3800275,2112098,2059136,5241,"$3.881,18",162,,,,,,,,,,,,,,,
BXJDHA00017161,25/09/2018,02,terça-feira,YouTube,1279642,924458,899206,2152,"$1.593,53",32,,,,,,,,,,,,,,,
BXJDHA00014123,21/11/2018,15,quarta-feira,YouTube,2814800,1465470,1442782,4199,"$3.109,03",50,,,,,,,,,,,,,,,
BXJDHA00008284,05/10/2018,07,sexta-feira,YouTube,2857107,1877756,1828865,4954,"$3.668,01",94,,,,,,,,,,,,,,,
BXJDHA00023700,21/10/2018,08,domingo,YouTube,5528632,3469442,3381197,7873,"$5.828,94",244,,,,,,,,,,,,,,,
BXJDHA00020808,31/10/2018,10,quarta-feira,YouTube,2307705,1339770,1312235,3525,"$2.609,69",109,,,,,,,,,,,,,,,
BXJDHA00005210,14/09/2018,20,sexta-feira,Google Search,22663237,11956238,11454883,22205,"$16.438,36",600,,,,,,,,,,,,,,,
BXJDHA00005013,12/09/2018,14,quarta-feira,YouTube,2656900,1510661,1482303,3572,"$2.644,07",121,,,,,,,,,,,,,,,
BXJDHA00008572,07/10/2018,11,domingo,YouTube,2492168,1400781,1382007,3557,"$2.632,51",68,,,,,,,,,,,,,,,
BXJDHA00003953,09/09/2018,20,domingo,Google Search,25592655,13595299,13087542,24622,"$18.221,94",295,,,,,,,,,,,,,,,
BXJDHA00004143,10/09/2018,13,segunda-feira,YouTube,1797,196,194,1,"$0,74",0,,,,,,,,,,,,,,,
BXJDHA00004497,09/09/2018,13,domingo,YouTube,2726490,1552177,1523818,3890,"$2.878,52",132,,,,,,,,,,,,,,,
BXJDHA00022149,07/11/2018,07,quarta-feira,YouTube,6741863,3432925,3354234,7511,"$5.557,88",255,,,,,,,,,,,,,,,
BXJDHA00021898,29/10/2018,04,segunda-feira,YouTube,923491,586389,566599,1474,"$1.090,66",28,,,,,,,,,,,,,,,
BXJDHA00010155,18/10/2018,09,quinta-feira,YouTube,6009737,4076274,3969799,9619,"$7.117,30",327,,,,,,,,,,,,,,,
BXJDHA00002898,04/09/2018,06,terça-feira,YouTube,3056297,1946304,1894397,4336,"$3.208,21",134,,,,,,,,,,,,,,,
BXJDHA00020161,23/10/2018,07,terça-feira,YouTube,5370498,3295945,3208950,7329,"$5.420,89",110,,,,,,,,,,,,,,,
BXJDHA00008754,07/10/2018,18,domingo,Google Search,20859264,10420544,10047161,19226,"$14.220,41",596,,,,,,,,,,,,,,,
BXJDHA00007376,01/10/2018,19,segunda-feira,Google Search,20350793,10315523,9968736,19090,"$14.117,54",515,,,,,,,,,,,,,,,
BXJDHA00021096,01/11/2018,05,quinta-feira,YouTube,1191707,752177,730432,2007,"$1.484,13",62,,,,,,,,,,,,,,,
BXJDHA00017444,22/09/2018,10,sábado,YouTube,2546526,1487733,1464450,3697,"$2.733,62",100,,,,,,,,,,,,,,,
BXJDHA00016096,26/09/2018,05,quarta-feira,YouTube,1664018,1065456,1036591,2606,"$1.926,84",50,,,,,,,,,,,,,,,
BXJDHA00011651,08/11/2018,07,quinta-feira,YouTube,5745894,2939802,2870189,7295,"$5.393,46",88,,,,,,,,,,,,,,,
BXJDHA00019862,22/10/2018,05,segunda-feira,YouTube,1351217,881599,858900,2287,"$1.690,68",62,,,,,,,,,,,,,,,
BXJDHA00018787,12/10/2018,09,sexta-feira,YouTube,4238573,2150372,2117752,5758,"$4.256,15",86,,,,,,,,,,,,,,,
BXJDHA00018490,11/10/2018,11,quinta-feira,YouTube,3450180,1835464,1807996,4737,"$3.500,52",90,,,,,,,,,,,,,,,
BXJDHA00017608,03/10/2018,22,quarta-feira,Google Search,15628766,8253987,7914914,13881,"$10.257,08",264,,,,,,,,,,,,,,,
BXJDHA00017066,25/09/2018,08,terça-feira,YouTube,5724071,3824860,3732016,8515,"$6.291,66",230,,,,,,,,,,,,,,,
BXJDHA00009018,06/10/2018,02,sábado,YouTube,1170553,667350,657493,1299,"$959,68",40,,,,,,,,,,,,,,,
BXJDHA00010115,18/10/2018,17,quinta-feira,Google Search,17099968,9624013,9284640,20236,"$14.948,60",243,,,,,,,,,,,,,,,
BXJDHA00023998,17/10/2018,06,quarta-feira,YouTube,3227363,1903406,1835980,4938,"$3.647,41",94,,,,,,,,,,,,,,,
BXJDHA00011832,05/11/2018,11,segunda-feira,YouTube,2395281,1297095,1279695,3177,"$2.346,41",98,,,,,,,,,,,,,,,
BXJDHA00006585,21/09/2018,11,sexta-feira,YouTube,3768132,2006128,1971283,4824,"$3.562,06",164,,,,,,,,,,,,,,,
BXJDHA00005296,15/09/2018,05,sábado,YouTube,1428363,849302,822226,1925,"$1.421,37",37,,,,,,,,,,,,,,,
BXJDHA00016141,26/09/2018,04,quarta-feira,YouTube,907261,611872,592287,1601,"$1.182,01",24,,,,,,,,,,,,,,,
BXJDHA00012668,06/11/2018,11,terça-feira,YouTube,2498895,1252056,1233096,2952,"$2.179,43",80,,,,,,,,,,,,,,,
BXJDHA00019281,25/10/2018,07,quinta-feira,YouTube,4598946,3034377,2964763,7705,"$5.688,42",262,,,,,,,,,,,,,,,
BXJDHA00024381,15/11/2018,07,quinta-feira,YouTube,5998593,3117831,3047086,7872,"$5.810,01",268,,,,,,,,,,,,,,,
BXJDHA00017918,13/10/2018,11,sábado,YouTube,2478861,1374237,1353745,3560,"$2.627,29",96,,,,,,,,,,,,,,,
BXJDHA00018704,12/10/2018,11,sexta-feira,YouTube,3937433,2054206,2024589,5416,"$3.996,79",146,,,,,,,,,,,,,,,
BXJDHA00015239,22/11/2018,13,quinta-feira,YouTube,3904149,1920061,1889756,5024,"$3.707,32",60,,,,,,,,,,,,,,,
BXJDHA00022486,12/11/2018,01,segunda-feira,YouTube,3098056,1651977,1606047,3649,"$2.692,28",69,,,,,,,,,,,,,,,
BXJDHA00009261,09/10/2018,17,terça-feira,Google Search,22700033,11121759,10748674,22656,"$16.715,82",770,,,,,,,,,,,,,,,
BXJDHA00003667,06/09/2018,22,quinta-feira,Google Search,17049093,9561221,9143239,15993,"$11.799,06",240,,,,,,,,,,,,,,,
BXJDHA00019253,25/10/2018,06,quinta-feira,YouTube,2520054,1624878,1583200,4289,"$3.164,17",51,,,,,,,,,,,,,,,
BXJDHA00004767,13/09/2018,11,quinta-feira,YouTube,3368868,1888157,1851088,4385,"$3.234,68",149,,,,,,,,,,,,,,,
BXJDHA00010829,28/10/2018,17,domingo,YouTube,3942943,2215088,2186086,5723,"$4.220,89",69,,,,,,,,,,,,,,,
BXJDHA00025657,19/10/2018,01,sexta-feira,YouTube,1919225,1040729,1024157,2205,"$1.625,33",33,,,,,,,,,,,,,,,
BXJDHA00021976,29/10/2018,05,segunda-feira,YouTube,1400706,855457,828099,2192,"$1.615,73",42,,,,,,,,,,,,,,,
BXJDHA00004012,10/09/2018,05,segunda-feira,YouTube,1555569,982670,956213,2377,"$1.751,89",45,,,,,,,,,,,,,,,
BXJDHA00004449,09/09/2018,10,domingo,YouTube,2504516,1509873,1478772,3938,"$2.902,33",134,,,,,,,,,,,,,,,
BXJDHA00005786,16/09/2018,05,domingo,YouTube,1586164,949329,923373,2297,"$1.692,58",62,,,,,,,,,,,,,,,
BXJDHA00002972,04/09/2018,12,terça-feira,YouTube,2207558,1338149,1319218,3468,"$2.555,44",94,,,,,,,,,,,,,,,
BXJDHA00015633,11/09/2018,14,terça-feira,YouTube,2729239,1563707,1532351,3824,"$2.817,70",130,,,,,,,,,,,,,,,
BXJDHA00010013,16/10/2018,11,terça-feira,YouTube,2138146,1274200,1253536,3448,"$2.540,35",41,,,,,,,,,,,,,,,
