ID,Day,Hour,Day_of_the_Week,Channel,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Conversions,,Channel,,,Hour,Facebook,Impr. Facebook,Google Search,Impr. Google Search,Youtube,Impr. Youtube,Snapchat,Impr. Snapchat,TikTok,Impr. Snapchat
BXJDHA00015384,23/11/2018,00,sexta-feira,Snapchat,41,29,28,6,"$0,53",0,,,,,,,,,,,,,,,
BXJDHA00015389,24/11/2018,03,sábado,Facebook,1467,1055,899,104,"$9,17",1,,,,,,,,,,,,,,,
BXJDHA00008289,04/10/2018,21,quinta-feira,Snapchat,1071258,673084,573074,83110,"$7.331,45",2826,,,,,,,,,,,,,,,
BXJDHA00026027,14/10/2018,14,domingo,Snapchat,1460,901,869,252,"$22,23",3,,,,,,,,,,,,,,,
BXJDHA00017321,21/09/2018,18,sexta-feira,Snapchat,82144,29043,9326,951,"$83,89",11,,,,,,,,,,,,,,,
BXJDHA00027935,14/11/2018,00,quarta-feira,Snapchat,21,10,10,6,"$0,53",0,,,,,,,,,,,,,,,
BXJDHA00025115,29/09/2018,06,sábado,Facebook,93054,71879,63325,10648,"$939,06",128,,,,,,,,,,,,,,,
BXJDHA00026409,12/11/2018,03,segunda-feira,Snapchat,397,170,161,33,"$2,91",1,,,,,,,,,,,,,,,
BXJDHA00026312,15/11/2018,10,quinta-feira,Snapchat,111,59,59,8,"$0,71",0,,,,,,,,,,,,,,,
BXJDHA00016369,24/09/2018,09,segunda-feira,Facebook,302097,205492,179286,24430,"$2.154,27",366,,,,,,,,,,,,,,,
BXJDHA00005550,14/09/2018,15,sexta-feira,Snapchat,889690,645272,547968,73098,"$6.445,59",2266,,,,,,,,,,,,,,,
BXJDHA00011591,08/11/2018,10,quinta-feira,Facebook,431721,275498,239860,31724,"$2.796,92",381,,,,,,,,,,,,,,,
BXJDHA00016412,24/09/2018,14,segunda-feira,Facebook,265297,142071,116759,12910,"$1.138,06",349,,,,,,,,,,,,,,,
BXJDHA00012464,03/11/2018,01,sábado,Snapchat,37175,26621,22310,3003,"$264,72",81,,,,,,,,,,,,,,,
BXJDHA00017707,03/10/2018,20,quarta-feira,Snapchat,81436,34659,8506,711,"$62,67",11,,,,,,,,,,,,,,,
BXJDHA00011499,04/11/2018,05,domingo,Snapchat,3009,1799,919,171,"$15,07",6,,,,,,,,,,,,,,,
BXJDHA00019463,25/10/2018,03,quinta-feira,Snapchat,5623,4672,3574,633,"$55,80",8,,,,,,,,,,,,,,,
BXJDHA00013855,20/11/2018,15,terça-feira,Facebook,298908,180310,143944,18400,"$1.621,80",276,,,,,,,,,,,,,,,
BXJDHA00014456,18/11/2018,15,domingo,Facebook,239238,157296,134917,18026,"$1.588,76",487,,,,,,,,,,,,,,,
BXJDHA00013231,10/11/2018,20,sábado,Snapchat,1369581,888263,745700,106557,"$9.389,32",1598,,,,,,,,,,,,,,,
BXJDHA00004738,12/09/2018,20,quarta-feira,Facebook,480217,216707,182107,17821,"$1.570,13",339,,,,,,,,,,,,,,,
BXJDHA00002742,02/09/2018,13,domingo,Facebook,147114,97257,85152,13524,"$1.191,53",419,,,,,,,,,,,,,,,
BXJDHA00004788,12/09/2018,18,quarta-feira,Facebook,501097,269799,236874,26268,"$2.314,30",814,,,,,,,,,,,,,,,
BXJDHA00025038,28/09/2018,20,sexta-feira,Snapchat,83208,37579,8678,1069,"$94,18",33,,,,,,,,,,,,,,,
BXJDHA00015367,22/11/2018,04,quinta-feira,Facebook,27759,19825,16764,2475,"$218,04",37,,,,,,,,,,,,,,,
BXJDHA00004083,10/09/2018,15,segunda-feira,Facebook,197566,121429,107232,14210,"$1.251,80",483,,,,,,,,,,,,,,,
BXJDHA00013639,17/11/2018,00,sábado,Facebook,185228,129372,112595,14867,"$1.309,62",223,,,,,,,,,,,,,,,
BXJDHA00017256,24/09/2018,17,segunda-feira,Snapchat,67545,26970,9500,785,"$69,15",24,,,,,,,,,,,,,,,
BXJDHA00006745,21/09/2018,10,sexta-feira,Snapchat,61944,26131,9246,1186,"$104,47",18,,,,,,,,,,,,,,,
BXJDHA00014904,23/11/2018,23,sexta-feira,Snapchat,762889,504710,427114,64724,"$5.701,29",2006,,,,,,,,,,,,,,,
BXJDHA00010851,28/10/2018,12,domingo,Snapchat,22960,17061,12799,2688,"$236,78",91,,,,,,,,,,,,,,,
BXJDHA00011433,04/11/2018,12,domingo,Snapchat,83370,65237,53800,10557,"$929,90",359,,,,,,,,,,,,,,,
BXJDHA00002490,02/09/2018,17,domingo,Facebook,405373,210199,175166,20077,"$1.768,36",622,,,,,,,,,,,,,,,
BXJDHA00020614,20/10/2018,09,sábado,Snapchat,13733,7738,3864,668,"$58,84",13,,,,,,,,,,,,,,,
BXJDHA00009120,06/10/2018,11,sábado,Facebook,327810,178583,151126,17852,"$1.572,27",553,,,,,,,,,,,,,,,
BXJDHA00006207,17/09/2018,15,segunda-feira,Snapchat,33409,15874,4706,526,"$46,32",18,,,,,,,,,,,,,,,
BXJDHA00021455,30/10/2018,13,terça-feira,Facebook,210111,119919,96556,12074,"$1.063,19",145,,,,,,,,,,,,,,,
BXJDHA00015247,22/11/2018,06,quinta-feira,Facebook,100506,80398,71190,13909,"$1.224,75",209,,,,,,,,,,,,,,,
BXJDHA00024221,17/10/2018,13,quarta-feira,Snapchat,1597,975,932,237,"$20,87",3,,,,,,,,,,,,,,,
BXJDHA00020058,11/10/2018,04,quinta-feira,Snapchat,344,98,95,13,"$1,14",0,,,,,,,,,,,,,,,
BXJDHA00021470,30/10/2018,05,terça-feira,Facebook,23613,16085,14205,2345,"$206,46",63,,,,,,,,,,,,,,,
BXJDHA00015428,22/11/2018,09,quinta-feira,Facebook,1681,1290,1086,151,"$13,29",4,,,,,,,,,,,,,,,
BXJDHA00018884,12/10/2018,00,sexta-feira,Snapchat,1547,598,549,121,"$10,65",3,,,,,,,,,,,,,,,
BXJDHA00014219,21/11/2018,04,quarta-feira,Facebook,25541,17130,14372,2525,"$222,28",30,,,,,,,,,,,,,,,
BXJDHA00016360,23/09/2018,17,domingo,Facebook,361974,193279,162815,17752,"$1.562,59",337,,,,,,,,,,,,,,,
BXJDHA00017774,04/10/2018,14,quinta-feira,Snapchat,33973,16397,6640,842,"$74,11",23,,,,,,,,,,,,,,,
BXJDHA00019589,26/10/2018,08,sexta-feira,Facebook,339722,234408,206172,28762,"$2.531,32",345,,,,,,,,,,,,,,,
BXJDHA00014489,18/11/2018,10,domingo,Facebook,1277,915,770,96,"$8,45",1,,,,,,,,,,,,,,,
BXJDHA00017130,24/09/2018,21,segunda-feira,Snapchat,1288516,816034,691805,95477,"$8.402,46",2960,,,,,,,,,,,,,,,
BXJDHA00005120,12/09/2018,13,quarta-feira,Facebook,152863,100849,89250,12999,"$1.143,78",351,,,,,,,,,,,,,,,
BXJDHA00002721,02/09/2018,10,domingo,Facebook,141099,95509,84840,13513,"$1.188,97",459,,,,,,,,,,,,,,,
BXJDHA00002342,02/09/2018,20,domingo,Snapchat,1432358,920074,772185,100219,"$8.817,99",2706,,,,,,,,,,,,,,,
BXJDHA00020662,22/10/2018,01,segunda-feira,Snapchat,620,343,328,71,"$6,25",1,,,,,,,,,,,,,,,
BXJDHA00008437,04/10/2018,17,quinta-feira,Snapchat,56549,24557,5816,615,"$54,11",9,,,,,,,,,,,,,,,
BXJDHA00015256,22/11/2018,18,quinta-feira,Snapchat,1081360,675424,563331,75073,"$6.604,75",1426,,,,,,,,,,,,,,,
BXJDHA00017520,21/09/2018,21,sexta-feira,Snapchat,64261,25810,10863,1005,"$88,42",31,,,,,,,,,,,,,,,
BXJDHA00010596,14/10/2018,16,domingo,Snapchat,19822,11990,7529,796,"$70,03",25,,,,,,,,,,,,,,,
BXJDHA00014784,23/11/2018,14,sexta-feira,Snapchat,20244,8640,3877,557,"$49,00",17,,,,,,,,,,,,,,,
BXJDHA00026554,25/09/2018,05,terça-feira,Snapchat,248,63,58,10,"$0,88",0,,,,,,,,,,,,,,,
BXJDHA00019563,25/10/2018,18,quinta-feira,Facebook,463537,211569,169257,18171,"$1.598,48",618,,,,,,,,,,,,,,,
BXJDHA00021744,02/11/2018,08,sexta-feira,Facebook,332000,212691,188058,27727,"$2.438,96",860,,,,,,,,,,,,,,,
BXJDHA00017670,04/10/2018,15,quinta-feira,Snapchat,36151,17717,7196,807,"$70,97",25,,,,,,,,,,,,,,,
BXJDHA00012704,06/11/2018,18,terça-feira,Facebook,425290,257786,210504,25950,"$2.282,26",701,,,,,,,,,,,,,,,
BXJDHA00024537,15/11/2018,05,quinta-feira,Snapchat,3118,2056,829,210,"$18,47",7,,,,,,,,,,,,,,,
BXJDHA00023533,21/11/2018,03,quarta-feira,Facebook,632,436,380,56,"$4,92",1,,,,,,,,,,,,,,,
BXJDHA00018238,10/10/2018,10,quarta-feira,Facebook,181110,120934,101909,15099,"$1.327,85",287,,,,,,,,,,,,,,,
BXJDHA00015340,22/11/2018,03,quinta-feira,Facebook,44778,31668,26986,3758,"$330,48",71,,,,,,,,,,,,,,,
BXJDHA00024523,15/11/2018,15,quinta-feira,Snapchat,23549,12577,6297,732,"$64,37",11,,,,,,,,,,,,,,,
BXJDHA00016162,26/09/2018,14,quarta-feira,Facebook,292808,184978,161575,18642,"$1.639,21",354,,,,,,,,,,,,,,,
BXJDHA00025831,21/10/2018,08,domingo,Snapchat,1448,1029,996,201,"$17,67",3,,,,,,,,,,,,,,,
BXJDHA00019506,14/10/2018,08,domingo,Snapchat,1338,988,934,197,"$17,32",6,,,,,,,,,,,,,,,
BXJDHA00018211,10/10/2018,16,quarta-feira,Facebook,421469,251468,214398,23597,"$2.074,85",354,,,,,,,,,,,,,,,
BXJDHA00024611,09/11/2018,19,sexta-feira,Snapchat,32799,15415,8433,779,"$68,50",9,,,,,,,,,,,,,,,
BXJDHA00010342,18/10/2018,12,quinta-feira,Snapchat,23572,12225,6302,631,"$55,47",12,,,,,,,,,,,,,,,
BXJDHA00007707,01/10/2018,11,segunda-feira,Facebook,307647,165928,142762,15611,"$1.372,37",531,,,,,,,,,,,,,,,
BXJDHA00015360,22/11/2018,11,quinta-feira,Facebook,4495,3408,2760,346,"$30,42",11,,,,,,,,,,,,,,,
BXJDHA00014537,20/11/2018,07,terça-feira,Facebook,683,510,442,75,"$6,59",1,,,,,,,,,,,,,,,
BXJDHA00013977,19/11/2018,23,segunda-feira,Snapchat,13219,7036,4248,392,"$34,46",13,,,,,,,,,,,,,,,
BXJDHA00014264,21/11/2018,04,quarta-feira,Snapchat,1060,643,404,55,"$4,83",1,,,,,,,,,,,,,,,
BXJDHA00012638,06/11/2018,11,terça-feira,Facebook,133735,102390,86133,15407,"$1.354,23",416,,,,,,,,,,,,,,,
BXJDHA00019109,24/10/2018,10,quarta-feira,Snapchat,25107,20710,15871,3779,"$332,15",45,,,,,,,,,,,,,,,
BXJDHA00019455,24/10/2018,23,quarta-feira,Snapchat,19335,16371,7310,840,"$73,83",29,,,,,,,,,,,,,,,
BXJDHA00024819,10/11/2018,11,sábado,Snapchat,1909,1062,1024,299,"$26,28",10,,,,,,,,,,,,,,,
BXJDHA00020676,22/10/2018,09,segunda-feira,Snapchat,1156,849,806,195,"$17,14",6,,,,,,,,,,,,,,,
BXJDHA00008588,07/10/2018,17,domingo,Facebook,361655,178235,149682,15831,"$1.391,15",427,,,,,,,,,,,,,,,
BXJDHA00005357,15/09/2018,06,sábado,Facebook,88672,59859,53931,7908,"$694,90",95,,,,,,,,,,,,,,,
BXJDHA00011957,05/11/2018,18,segunda-feira,Facebook,492066,341511,292016,45841,"$4.028,11",550,,,,,,,,,,,,,,,
BXJDHA00008856,07/10/2018,18,domingo,Facebook,397412,211922,178477,19352,"$1.700,26",600,,,,,,,,,,,,,,,
BXJDHA00004954,12/09/2018,12,quarta-feira,Facebook,152438,102820,90773,13234,"$1.162,71",251,,,,,,,,,,,,,,,
BXJDHA00017709,04/10/2018,09,quinta-feira,Facebook,362752,234400,205835,28121,"$2.470,30",956,,,,,,,,,,,,,,,
BXJDHA00017174,24/09/2018,21,segunda-feira,Facebook,505738,266210,232535,29966,"$2.632,31",809,,,,,,,,,,,,,,,
BXJDHA00014802,22/11/2018,21,quinta-feira,Snapchat,21105,11602,7062,817,"$71,76",25,,,,,,,,,,,,,,,
BXJDHA00021771,02/11/2018,11,sexta-feira,Snapchat,23088,13523,7917,775,"$68,07",26,,,,,,,,,,,,,,,
BXJDHA00020637,22/10/2018,11,segunda-feira,Snapchat,1308,915,895,200,"$17,57",7,,,,,,,,,,,,,,,
BXJDHA00013004,16/11/2018,16,sexta-feira,Snapchat,1166119,741645,625084,82913,"$7.280,77",2239,,,,,,,,,,,,,,,
BXJDHA00018957,27/09/2018,05,quinta-feira,Snapchat,271,60,50,17,"$1,49",1,,,,,,,,,,,,,,,
BXJDHA00026794,17/10/2018,05,quarta-feira,Snapchat,159,89,88,16,"$1,40",0,,,,,,,,,,,,,,,
BXJDHA00019251,24/10/2018,19,quarta-feira,Facebook,517381,315862,269963,35435,"$3.110,64",1205,,,,,,,,,,,,,,,
BXJDHA00019689,26/10/2018,13,sexta-feira,Facebook,446428,233189,185602,18623,"$1.634,75",633,,,,,,,,,,,,,,,
BXJDHA00019994,21/10/2018,18,domingo,Snapchat,31479,17278,8528,848,"$74,44",23,,,,,,,,,,,,,,,
BXJDHA00010677,14/10/2018,09,domingo,Snapchat,1033,633,610,186,"$16,32",6,,,,,,,,,,,,,,,
BXJDHA00013682,17/11/2018,11,sábado,Snapchat,10873,7051,3565,699,"$61,34",19,,,,,,,,,,,,,,,
BXJDHA00007463,01/10/2018,23,segunda-feira,Facebook,339482,157598,138351,17415,"$1.528,13",209,,,,,,,,,,,,,,,
BXJDHA00004001,10/09/2018,14,segunda-feira,Facebook,88341,55390,48741,6712,"$588,95",81,,,,,,,,,,,,,,,
BXJDHA00020049,22/10/2018,12,segunda-feira,Snapchat,1455,1029,996,258,"$22,64",9,,,,,,,,,,,,,,,
BXJDHA00025756,19/10/2018,11,sexta-feira,Snapchat,25078,15146,10007,1181,"$103,62",22,,,,,,,,,,,,,,,
BXJDHA00008130,29/09/2018,18,sábado,Snapchat,62421,30769,7288,1020,"$89,49",32,,,,,,,,,,,,,,,
BXJDHA00018262,10/10/2018,11,quarta-feira,Facebook,179575,121325,102494,15437,"$1.354,28",293,,,,,,,,,,,,,,,
BXJDHA00013684,17/11/2018,04,sábado,Facebook,23228,15639,13615,2023,"$177,47",38,,,,,,,,,,,,,,,
BXJDHA00018683,11/10/2018,21,quinta-feira,Snapchat,1259981,729192,623493,79476,"$6.970,74",954,,,,,,,,,,,,,,,
BXJDHA00008639,07/10/2018,17,domingo,Snapchat,32119,16064,7430,904,"$79,28",11,,,,,,,,,,,,,,,
BXJDHA00016693,27/09/2018,12,quinta-feira,Snapchat,54611,27377,5892,743,"$65,16",11,,,,,,,,,,,,,,,
BXJDHA00022648,12/11/2018,13,segunda-feira,Facebook,165940,121485,103119,15718,"$1.378,46",299,,,,,,,,,,,,,,,
BXJDHA00022287,07/11/2018,13,quarta-feira,Facebook,203407,142434,111940,14968,"$1.312,62",509,,,,,,,,,,,,,,,
BXJDHA00021719,02/11/2018,07,sexta-feira,Facebook,168770,94344,81937,11006,"$965,16",132,,,,,,,,,,,,,,,
BXJDHA00007311,03/10/2018,06,quarta-feira,Facebook,103970,79447,69967,11734,"$1.028,87",399,,,,,,,,,,,,,,,
BXJDHA00027198,21/10/2018,00,domingo,Facebook,9,4,4,1,"$0,09",0,,,,,,,,,,,,,,,
BXJDHA00014558,20/11/2018,08,terça-feira,Facebook,680,531,453,70,"$6,14",2,,,,,,,,,,,,,,,
BXJDHA00016510,26/09/2018,22,quarta-feira,Snapchat,1109973,718231,608139,79859,"$7.001,67",1517,,,,,,,,,,,,,,,
BXJDHA00024983,28/09/2018,17,sexta-feira,Facebook,388496,223135,187519,20304,"$1.780,16",244,,,,,,,,,,,,,,,
BXJDHA00012520,03/11/2018,04,sábado,Facebook,21622,13157,11446,1519,"$133,17",29,,,,,,,,,,,,,,,
BXJDHA00009160,06/10/2018,06,sábado,Facebook,42770,27537,24295,3742,"$328,04",71,,,,,,,,,,,,,,,
BXJDHA00008103,29/09/2018,21,sábado,Snapchat,84053,38206,9088,1185,"$103,88",40,,,,,,,,,,,,,,,
BXJDHA00019117,24/10/2018,16,quarta-feira,Snapchat,17718,11493,6095,715,"$62,68",11,,,,,,,,,,,,,,,
BXJDHA00012752,06/11/2018,12,terça-feira,Facebook,134096,101887,85255,14229,"$1.247,28",384,,,,,,,,,,,,,,,
BXJDHA00014826,20/11/2018,16,terça-feira,Snapchat,54,34,34,4,"$0,35",0,,,,,,,,,,,,,,,
BXJDHA00026991,06/11/2018,19,terça-feira,Facebook,52,36,33,2,"$0,18",0,,,,,,,,,,,,,,,
BXJDHA00020903,31/10/2018,02,quarta-feira,Snapchat,18604,15187,12976,2283,"$200,09",27,,,,,,,,,,,,,,,
BXJDHA00009076,05/10/2018,18,sexta-feira,Facebook,366335,206232,172985,19598,"$1.717,56",372,,,,,,,,,,,,,,,
BXJDHA00024446,15/11/2018,17,quinta-feira,Snapchat,23962,11341,5238,589,"$51,61",16,,,,,,,,,,,,,,,
BXJDHA00005678,14/09/2018,14,sexta-feira,Snapchat,41529,18626,5665,572,"$50,12",15,,,,,,,,,,,,,,,
BXJDHA00004756,13/09/2018,10,quinta-feira,Facebook,393106,239259,211873,26617,"$2.332,09",506,,,,,,,,,,,,,,,
BXJDHA00003575,06/09/2018,05,quinta-feira,Snapchat,3908,2538,813,164,"$14,37",2,,,,,,,,,,,,,,,
BXJDHA00008890,08/10/2018,11,segunda-feira,Facebook,153924,101012,87443,13092,"$1.146,91",249,,,,,,,,,,,,,,,
BXJDHA00012513,02/11/2018,20,sexta-feira,Snapchat,33119,15196,8414,771,"$67,54",26,,,,,,,,,,,,,,,
BXJDHA00024823,15/11/2018,04,quinta-feira,Facebook,236,165,139,21,"$1,84",0,,,,,,,,,,,,,,,
BXJDHA00027218,24/10/2018,19,quarta-feira,Facebook,7,4,4,1,"$0,09",0,,,,,,,,,,,,,,,
BXJDHA00011159,27/10/2018,04,sábado,Facebook,24796,15781,13622,1785,"$156,31",21,,,,,,,,,,,,,,,
BXJDHA00022644,12/11/2018,09,segunda-feira,Snapchat,60949,49311,41218,9134,"$799,78",283,,,,,,,,,,,,,,,
BXJDHA00007018,27/09/2018,17,quinta-feira,Snapchat,59926,29902,7264,1038,"$90,88",20,,,,,,,,,,,,,,,
BXJDHA00022660,12/11/2018,07,segunda-feira,Snapchat,1843,1411,1357,296,"$25,91",6,,,,,,,,,,,,,,,
BXJDHA00025145,28/09/2018,20,sexta-feira,Snapchat,58499,26871,9945,1037,"$90,78",12,,,,,,,,,,,,,,,
BXJDHA00008222,04/10/2018,22,quinta-feira,Snapchat,995258,605263,515701,73113,"$6.400,58",1974,,,,,,,,,,,,,,,
BXJDHA00013883,20/11/2018,09,terça-feira,Facebook,168816,125811,107829,19485,"$1.705,76",234,,,,,,,,,,,,,,,
BXJDHA00022233,06/11/2018,23,terça-feira,Snapchat,843369,543719,456682,59932,"$5.246,49",2038,,,,,,,,,,,,,,,
BXJDHA00008932,08/10/2018,14,segunda-feira,Snapchat,30108,15015,3462,482,"$42,19",9,,,,,,,,,,,,,,,
BXJDHA00009711,22/09/2018,21,sábado,Snapchat,1264529,779834,666315,94395,"$8.261,59",3209,,,,,,,,,,,,,,,
BXJDHA00007687,30/09/2018,20,domingo,Snapchat,1316268,861936,731012,94757,"$8.292,28",1421,,,,,,,,,,,,,,,
BXJDHA00015744,18/09/2018,22,terça-feira,Snapchat,1004735,610746,517765,71489,"$6.255,98",2216,,,,,,,,,,,,,,,
BXJDHA00018352,10/10/2018,02,quarta-feira,Snapchat,10917,6078,2478,297,"$25,98",6,,,,,,,,,,,,,,,
BXJDHA00014727,23/11/2018,04,sexta-feira,Facebook,34631,23310,19778,2736,"$239,34",93,,,,,,,,,,,,,,,
BXJDHA00008936,08/10/2018,11,segunda-feira,Snapchat,25725,13971,3676,715,"$62,55",19,,,,,,,,,,,,,,,
BXJDHA00025381,14/10/2018,21,domingo,Facebook,648296,285340,231216,23342,"$2.041,82",350,,,,,,,,,,,,,,,
BXJDHA00023486,19/11/2018,12,segunda-feira,Snapchat,12283,8112,4493,1359,"$118,87",37,,,,,,,,,,,,,,,
BXJDHA00018319,10/10/2018,15,quarta-feira,Facebook,257299,157054,133883,16680,"$1.458,96",250,,,,,,,,,,,,,,,
BXJDHA00008839,08/10/2018,02,segunda-feira,Facebook,67570,41790,36543,4303,"$376,37",65,,,,,,,,,,,,,,,
BXJDHA00014462,17/11/2018,21,sábado,Snapchat,26506,13872,8504,820,"$71,71",22,,,,,,,,,,,,,,,
BXJDHA00018085,13/10/2018,11,sábado,Snapchat,12277,7394,3537,582,"$50,90",9,,,,,,,,,,,,,,,
BXJDHA00008921,08/10/2018,01,segunda-feira,Snapchat,599,175,168,34,"$2,97",0,,,,,,,,,,,,,,,
BXJDHA00021739,02/11/2018,08,sexta-feira,Facebook,292654,160239,137954,17465,"$1.527,20",262,,,,,,,,,,,,,,,
BXJDHA00021452,30/10/2018,07,terça-feira,Snapchat,48141,39130,31838,7378,"$645,14",199,,,,,,,,,,,,,,,
BXJDHA00019150,23/10/2018,19,terça-feira,Facebook,535648,333159,287201,37136,"$3.247,20",706,,,,,,,,,,,,,,,
BXJDHA00012517,03/11/2018,07,sábado,Snapchat,69017,44930,37473,8437,"$737,74",127,,,,,,,,,,,,,,,
BXJDHA00022470,12/11/2018,15,segunda-feira,Facebook,301244,167139,136664,15384,"$1.345,08",477,,,,,,,,,,,,,,,
BXJDHA00018687,12/10/2018,17,sexta-feira,Snapchat,1068719,699250,593564,76805,"$6.715,32",2611,,,,,,,,,,,,,,,
BXJDHA00026618,02/10/2018,12,terça-feira,Facebook,5,4,4,1,"$0,09",0,,,,,,,,,,,,,,,
BXJDHA00021962,29/10/2018,12,segunda-feira,Facebook,147656,100896,85477,13477,"$1.178,18",364,,,,,,,,,,,,,,,
BXJDHA00013845,20/11/2018,07,terça-feira,Facebook,243931,182548,160266,31559,"$2.758,90",1073,,,,,,,,,,,,,,,
BXJDHA00008429,05/10/2018,03,sexta-feira,Snapchat,6810,4759,2197,173,"$15,12",2,,,,,,,,,,,,,,,
BXJDHA00008447,02/10/2018,12,terça-feira,Snapchat,3150,950,898,155,"$13,55",2,,,,,,,,,,,,,,,
BXJDHA00004054,09/09/2018,20,domingo,Facebook,525487,260514,215767,22318,"$1.950,64",424,,,,,,,,,,,,,,,
BXJDHA00027663,14/11/2018,03,quarta-feira,Snapchat,4,4,4,2,"$0,17",0,,,,,,,,,,,,,,,
BXJDHA00013150,16/11/2018,05,sexta-feira,Facebook,29185,20552,17597,2969,"$259,47",56,,,,,,,,,,,,,,,
BXJDHA00008602,07/10/2018,10,domingo,Facebook,197557,113828,96505,12102,"$1.057,58",230,,,,,,,,,,,,,,,
BXJDHA00012808,06/11/2018,11,terça-feira,Snapchat,1674,917,895,277,"$24,21",5,,,,,,,,,,,,,,,
BXJDHA00023957,21/10/2018,09,domingo,Snapchat,1093,718,687,200,"$17,48",2,,,,,,,,,,,,,,,
BXJDHA00026700,20/11/2018,19,terça-feira,Snapchat,72,55,54,12,"$1,05",0,,,,,,,,,,,,,,,
BXJDHA00014226,21/11/2018,02,quarta-feira,Facebook,58730,38926,33583,5248,"$458,53",163,,,,,,,,,,,,,,,
BXJDHA00023439,18/11/2018,19,domingo,Facebook,498665,279923,222905,27454,"$2.398,70",933,,,,,,,,,,,,,,,
BXJDHA00013427,11/11/2018,07,domingo,Snapchat,1740,1338,1287,219,"$19,13",3,,,,,,,,,,,,,,,
BXJDHA00026282,14/10/2018,05,domingo,Snapchat,163,79,76,14,"$1,22",0,,,,,,,,,,,,,,,
BXJDHA00006937,28/09/2018,14,sexta-feira,Facebook,340426,193611,163149,18395,"$1.606,94",276,,,,,,,,,,,,,,,
BXJDHA00012492,03/11/2018,02,sábado,Facebook,56055,33836,29224,3599,"$314,39",112,,,,,,,,,,,,,,,
BXJDHA00007213,03/10/2018,15,quarta-feira,Facebook,335217,167020,142076,15846,"$1.384,12",238,,,,,,,,,,,,,,,
BXJDHA00003110,04/09/2018,17,terça-feira,Facebook,396356,207346,177262,19445,"$1.698,43",525,,,,,,,,,,,,,,,
BXJDHA00026022,16/10/2018,09,terça-feira,Snapchat,1023,633,621,200,"$17,47",6,,,,,,,,,,,,,,,
BXJDHA00020921,31/10/2018,06,quarta-feira,Snapchat,802,583,562,123,"$10,74",1,,,,,,,,,,,,,,,
BXJDHA00024192,17/10/2018,11,quarta-feira,Snapchat,1324,829,788,202,"$17,64",6,,,,,,,,,,,,,,,
BXJDHA00019765,26/10/2018,04,sexta-feira,Facebook,33328,20265,17432,2262,"$197,52",34,,,,,,,,,,,,,,,
BXJDHA00017358,22/09/2018,06,sábado,Facebook,100701,65243,57635,8482,"$740,64",263,,,,,,,,,,,,,,,
BXJDHA00011993,05/11/2018,09,segunda-feira,Snapchat,62997,49272,40875,10351,"$903,81",124,,,,,,,,,,,,,,,
BXJDHA00026406,12/11/2018,11,segunda-feira,Snapchat,236,146,141,31,"$2,71",1,,,,,,,,,,,,,,,
BXJDHA00005817,16/09/2018,11,domingo,Facebook,141655,99487,88336,12605,"$1.100,58",429,,,,,,,,,,,,,,,
BXJDHA00011743,08/11/2018,12,quinta-feira,Snapchat,24762,14107,8102,834,"$72,81",13,,,,,,,,,,,,,,,
BXJDHA00016090,26/09/2018,11,quarta-feira,Facebook,282234,198114,172199,22367,"$1.952,65",425,,,,,,,,,,,,,,,
BXJDHA00008165,02/10/2018,12,terça-feira,YouTube,1317,225,223,1,"$0,09",0,,,,,,,,,,,,,,,
BXJDHA00019409,25/10/2018,06,quinta-feira,Facebook,97987,69405,61249,9863,"$861,01",118,,,,,,,,,,,,,,,
BXJDHA00019041,23/10/2018,20,terça-feira,Facebook,560851,287018,231176,25463,"$2.222,68",866,,,,,,,,,,,,,,,
BXJDHA00007548,02/10/2018,13,terça-feira,Snapchat,42665,23091,7570,694,"$60,58",22,,,,,,,,,,,,,,,
BXJDHA00003718,07/09/2018,14,sexta-feira,Snapchat,866216,606959,521913,76695,"$6.694,47",1457,,,,,,,,,,,,,,,
BXJDHA00010645,18/10/2018,13,quinta-feira,Facebook,88,50,40,4,"$0,35",0,,,,,,,,,,,,,,,
BXJDHA00014435,18/11/2018,07,domingo,Facebook,880,659,571,82,"$7,16",1,,,,,,,,,,,,,,,
BXJDHA00013173,16/11/2018,05,sexta-feira,Snapchat,1647,1022,642,118,"$10,30",4,,,,,,,,,,,,,,,
BXJDHA00017497,22/09/2018,16,sábado,Snapchat,55931,21502,7632,647,"$56,47",10,,,,,,,,,,,,,,,
BXJDHA00005584,14/09/2018,15,sexta-feira,Facebook,343130,164292,140030,14700,"$1.283,02",279,,,,,,,,,,,,,,,
BXJDHA00024522,15/11/2018,18,quinta-feira,Snapchat,21671,11907,7271,709,"$61,88",22,,,,,,,,,,,,,,,
BXJDHA00021589,02/11/2018,13,sexta-feira,Snapchat,1034718,670776,560909,71344,"$6.226,29",1070,,,,,,,,,,,,,,,
BXJDHA00015677,16/11/2018,08,sexta-feira,Snapchat,52,42,39,11,"$0,96",0,,,,,,,,,,,,,,,
BXJDHA00011116,26/10/2018,20,sexta-feira,Snapchat,28866,15167,8177,795,"$69,38",15,,,,,,,,,,,,,,,
BXJDHA00010883,27/10/2018,21,sábado,Snapchat,32267,17882,9361,958,"$83,59",11,,,,,,,,,,,,,,,
BXJDHA00008865,08/10/2018,14,segunda-feira,Facebook,188809,117657,102124,14743,"$1.286,04",501,,,,,,,,,,,,,,,
